日期,GAR,trio,V8,豆粕动量,小票
2023-07-28,100.0,100.0,100.0,100.0,100.0
2023-07-31,100.35055203675087,99.13916538609726,100.866076159105,99.537251272559,100.13639632369862
2023-08-01,100.98347845464306,99.14954068583788,100.88445514731568,100.5552984729292,98.7239915673612
2023-08-02,100.45294638455408,98.60556524665986,100.87927805952796,100.7866728366497,98.51448503162862
2023-08-03,99.2844229384694,98.7295470442288,100.90979638075363,99.6298010180472,98.09886311893996
2023-08-04,99.9361694453266,98.70044335817286,101.33415542389668,100.6478482184174,96.75884234994176
2023-08-07,99.21384971705852,98.40077819634064,101.34935200091806,99.537251272559,96.03753023528608
2023-08-08,99.2578656409558,98.49487992204338,101.05047239409495,99.12077741786209,96.60409708039992
2023-08-09,99.93357791128147,98.2060604248726,100.50794769440388,101.20314669134656,95.81599061829688
2023-08-10,99.54476859105549,98.53273676979104,100.4279275332738,101.3419713095789,96.92801194416054
2023-08-11,99.90573330143005,97.6656681200939,99.77783351306668,102.08236927348446,96.19556999091932
2023-08-14,99.9774054889014,97.61546436047578,99.78225957454475,102.6839426191578,96.64622289180129
2023-08-15,101.04041821264464,97.67554863162113,99.68656115719251,103.5168903285516,97.11152127319018
2023-08-16,100.49750765116596,95.79118581778587,99.06860846686295,103.37806571031926,96.18822773224863
2023-08-17,100.72942990693856,95.96347303684874,99.4985769825602,105.0439611291069,97.61015346392313
2023-08-18,100.30811625811089,95.51860236805096,98.80675136301316,106.24710782045348,97.94285768091189
2023-08-21,101.27419370546626,95.03873198178997,98.53495268853383,108.4220268394262,98.28611101344616
2023-08-22,100.71179229245348,95.52897710366597,98.97642807140446,105.13651087459507,97.0374958281074
2023-08-23,100.78305680503937,93.9743585830795,98.06168087959384,105.0439611291069,95.7623891326492
2023-08-24,102.16694323208692,93.8520676515805,98.10143003677418,105.7843590930125,94.4960149624332
2023-08-25,101.2887251270755,93.6567403505658,97.22923459391043,108.00555298472926,92.65360277539612
2023-08-28,102.22042195586482,94.29404199805552,97.49358158919937,109.0698750578436,94.52790518996883
2023-08-29,102.77853572567597,94.49260917443844,98.50861598659375,109.76399814900508,99.8758014906928
2023-08-30,103.67209598506138,94.26168614709226,98.9059875221549,109.53262378528458,103.12152172025964
2023-08-31,104.03122119751478,94.06559525198034,98.86493489415484,109.76399814900508,102.09520477985288
2023-09-01,103.49683658397473,94.36186668495442,98.81692026137988,108.60712633040256,102.85845975398722
2023-09-04,103.00623599291782,95.36778175635229,99.96324193404696,106.61730680240626,104.35807121489856
2023-09-05,103.40400529229046,95.06993250132103,99.53885641157846,107.7741786210088,103.33408282720691
2023-09-06,104.01666214137062,95.06010714471088,99.4727528362569,109.44007403979641,103.2392009918076
2023-09-07,103.65522888699796,94.89812175312156,98.366001758453,109.57889865802868,101.39545977238696
2023-09-08,103.3481392659601,94.50051175800182,98.04811699734267,107.54280425728828,101.0111150501533
2023-09-11,103.46114473555158,95.714874668267,98.4986598296755,108.60712633040256,101.41966601016487
2023-09-12,103.3384960402155,95.63872008138333,98.68944207260868,107.40397963905602,100.93410542596337
2023-09-13,102.28229951390556,95.72093036724976,97.92276665151954,105.69180934752428,100.32968378563116
2023-09-14,102.55492842652669,96.1573456305942,98.38469675367,105.1365108745951,99.52986990155414
2023-09-15,103.47844025004716,96.02636396887974,98.23930168437978,107.35770476631188,99.52855094656336
2023-09-18,102.3518346029821,96.18085028274362,98.01869715217693,106.05995947720608,101.10740011818604
2023-09-19,101.64093000156002,94.14676889131034,97.5539159133658,104.79156862994354,100.35784455716721
2023-09-20,102.14622636320918,94.14818962861688,97.05472518602356,105.43639262805496,99.88424093459564
2023-09-21,100.94823351195186,93.73238930153413,96.27951056229584,103.93472552440228,98.69653291650222
2023-09-22,100.49941850158002,94.09225705481056,97.39056269721014,103.62894686478316,100.4191571444412
2023-09-25,100.50552736634386,93.90547120804456,96.91931349407696,103.90274637473182,99.9375702046132
2023-09-26,100.35491800847988,93.65915985837442,96.51724200653663,103.4599502413425,99.6165218305636
2023-09-27,100.21580386731257,93.62913802944357,96.39015665017888,102.48321299016263,99.94878870679096
2023-09-28,99.81297736169763,93.47883394868916,96.63662821174717,101.5471792613756,101.39439086253246
2023-10-09,99.13486958016357,93.41319088151864,97.23874650054228,100.78902108712926,99.91531241449232
2023-10-10,99.0091629545365,92.62330595397869,97.22557474276194,99.48482717067832,98.91349040228276
2023-10-11,99.2397261839731,92.45112400444818,97.68781021460936,99.64499133585652,98.60271411851456
2023-10-12,100.04929533920837,92.80208526851588,98.0875731170424,100.4458121617474,98.8739772719671
2023-10-13,100.31083663607257,92.36959943152992,97.28057192731202,100.78902108712926,97.18998909254408
2023-10-16,100.27041511207378,92.52219049585288,96.56943820701468,100.82946523058176,98.37648801697443
2023-10-17,100.64736270983224,92.7963787674982,96.7338517253081,101.42220204982549,98.49754935613898
2023-10-18,100.72802088390462,92.46120144827128,95.78603809023129,101.6624275644996,96.26114054818407
2023-10-19,100.3147641867779,91.59064283229246,94.78575684283832,101.27433588893804,95.97173174299516
